label,text
1,Perhaps this person would care to use the PM facility and let others know how happy heshe is to join WS 
0,It refers to people you find in Ireland with very black hair and very pale skin 
1,Often they have rosy cheeks as well 
0,The female of this type is often extremely beautiful 
0,The people who can stop it are the ones who pay their wages 
0,If English Scottish wherever fans refused to turn up to watch teams of coloreds representing them on the pitch things would change 
0,Protesting Catholic guilt mongering and intellectual deprivation is as worthy of mentioning as the protesting of institutionalized and indoctrinated White guilt from the Jewlords across the Apelantic 
0,Theres a place for Poles  its called Poland 
0,Just as there s a place for Pakis called Pakistan and a place for Negro s called Africa 
0,I saw the picture before I saw the title properly 
0,I thought it was like a tranny that slept with 200 men 
0,Its from mid day Saturday untill the sunday morning but on the Sunday morning if enough want to stay on for the day we ll see about putting on some ballads  holding a few extra events through the day 
0,New Supreme Court Justice Lord Dyson JC Article 
0,New Supreme Court Justice Lord Dyson  The Jewish Chronicle 4 out of 12 
0,They actually have ads warning people about getting mugged etc  but there is no hint of responsibility in them 
0,They pretty much say if you get mugged its your fault 
0,These  people  are just scum 
0,I think its quite ironic that they want to ban the burkha when they look like they are dressed in them themselves 
1,Theres more than a little evidence that modern Europeans are at least partially descended from Neanderthals 
1,Neanderthals did after all have the largest brain of any human group that ever lived 
0,Get one of these tshirts for next time you see him   Asatru Versand  Kein Islam in Europa  Das Christentum ist schlimm genug  TShirt  Kein Islam in Europa  Das Christentum ist schlimm genug  TShir themdkeinislam
0,Ive never been a BNP supporter anyway  the party was doomed from the start 
0,Its time for the return of Mosley s blackshirts 
0,You will know it is a nightmare on day you wake up and you have a black muslim running your country 
0,Like is here the USA
0,Very good video which packs a hard punch 
0,I hope it gets the coverage it deserves and that white people need 
0,Antiracism is a CODE WORD for antiwhite max
0,I have never been called a Nazi before 
0,If you want to be treated with respect then try showing a bit yourself you arrogant dismissive tosser 
0,Yes hatred of the English is very real and its not going to get better any time soon 
0,We have too many foreigners in our country and i fear for the future of all English people 
0,All of the security guards i see are white but maybe  just maybe  i m blessed because no doubt these negro security guards abuse their power 
0,Below is a video of Mr Hitchens in action when he was last seen on BBC Question Time  Peter Hitchens  Gay Marriage  Immigration  Drugs and Charity  YouTube
0,the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers 
0,Sorry my last comment was published 2 times because I thought it was not published  I had a problem with the internet 
0,Welcome but please do make an effort to use proper English when posting  rather than mobile phone text messaging style 
0,Hey just joined today after being a lurker for a couple of months 
0,I ll post as much as I can  but I m more of a BNP supporter than an expert 
0,Hi thought i d drop by and introduce myself  i just wish i d found this place earlier   look forward to chatting to you all  niks 
0,Three weeks in a house and no one knew he was dead what a sad indictement of modern England 
0,Worse than Benefits St
0,Oh dear  Full on white genocide right there 
0,Not even other races mixing it up with each other  its whites mixing with all 
0,We have been keeping up with weekly get togethers with a group of pro white like minded people and would like to continue to grow the group we usually do dinner on the weekends to keep people close 
0,The worst thing about this is that every single one of our beautiful cities in ALL of our countries now look like this 
0,Gleiwitz Oberschlesien  YouTube
0,There is more hope in Austria than normal Greece but I know one guy from itso I can post the news on Monday 
0,Okay I will take your word for it  but than why do the same people when they use that word not say Cymru for Wales or Polska for Poland 
0,Thank you very much 
1,Wow  hundreds of dollars per day spent in the hacking attacks 
1,It must be the Mossad or the CIA 
0,I guess it is the  Automaidan  
0,Driving around the governmental buildings and blocking roads 
0,I read that over 1500 cars participated 
0,I have no idea 
1,It does indeed look like a strange thing to do 
0,Photoshop by enemies is a theory that makes a lot of sense 
0,its no longer cause your German Polish English Urainian or Russian as long as we are white from our Aryan blood line we are all brothers and sisters 
0,YouTube  Original Romper Stomper Soundtrack  The Smack Song Irish are white not black its a fact vote S F YouTube  Romper Stomper  Fourth reich fighting men
0,one Croatian neopaganslavic song for ya folks  hope you like it 
1,PS  poster above me is just a damn unsuccessful troll
0,YouTube  A NATION CANNOT SURVIVE TREASON  CICERO F G are the enemy of the Irish Nation vote S F not the best but care for the working class Irish not the rich scumbags 
0,Blacks in South Africa wondering why their country is going to hell when they put Blacks in charge 
0,SAfrican police clash with poor protesters  Top News  Reuters Hand the country over to Muds and what do you expect 
0,I was reading news on interia few min ago and look what i found  in the name of their god  httpfaktyinteriaplgalerieobyc   11609791275
0,Please stop this nonsense all of you 
0,I understand that we are all proud people with very well defined beliefs but fighting amongst each other is really counterproductive 
0,Greati didnt knew you guys opened this thread Their accent will be super funny for you  but this Belgrade Band is singing some of the most famous Irish and Celtic songs 
0,YouTube  Orthodox Celts  Star Of The County Down
0,I need to get pics of her tonight when I get done shaving her 
0,I want to get it done by a pro but money is tight 
0,Thank God for that 
0,its probably actually a good thing no one fits your standards  that way no one has to deal with you 
0,Yep her name is Thunderphoenix 
0,Because I pulled her from the ashes and I ll bring her back to the condition she was before she was put in the hands of a neglectful old lady and a hard teenager 
0,Its comes when u least expect it  there s always someone out there for everyonethat s my belief 
0,Well if you like to travel mine advice is if they are nt anyone with same beliefs then look in other places and broaden you experiences in other places
0,haha im a 19 yo white male from newcastle area  but im moving back to sydney very soon  west sydney im afraid lol 
1,were out just gotta keep looking i live in east texas out here its just as hard for us to find single white men
0,It is always nice to meet another person with roots in Kansas 
0,I welcome you to SF and hope you make many friends here 
0,Well its not exactly a pic  but check out my new avatar 
0,I laugh out loud every time I see it 
0,Hi I am very respectable nordic man  living in Finland  aged 34 
0,Looking for seriourorlessthanless friends of likeminded people 
0,BR  Tapio 2508
0,So am I  I ll let them sit there for days before I reply  even if I m hanging out here 
0,Alright I ll send my pic out only for request in a pm 
0,Too many internet people know me by looks  and would love to crucify me for something 
0,I wonder if many blacks or Asians have died in a similar circumstances 
0,Of course  they are more virile than us  so that would nt happen would it 
0,Lots Of Beautiful White German Women 
0,Lots Of Beer And Food 
0,Hope To See You There  14 Words  88  11
0,Usually go to Lake Michigan Beach  MI 
0,In late June early July with friends and family 
0,Which part are you in Berserkergrrl  11
0,I havent because I threw out my TV in the mid1990s when there were to many blacks on TV 
0,Hi there best way to lose the pounds I use to be 395lbs I tried very diet program on the market 4hr at gym very 3days until friends told me easy way to kept the pounds off it may sound funny Don t eat anything white 
0,Cut out the chip and soda  candy and sweet drinks Spend 2hr s 3days a week in gym 
0,1year 3months later 194lbs
0,dont know i dont visit it yes grammer is really horrible i hope i will be able to speak english in few years
0,I will get the set I have scanned and have them out into another post win a few days 
0,BTW TY for the compliment 
0,I see all of your goals being accomplished  especially finding a girl to settle down with 
0,Hope to talk to you later 
0,im sorry about being a bitchi was just hurthope you find your talk with someoneifyouwant to talk to someone who is trying to get their degrees pm me on sf or im me on aol aryan14wordsaolcom or yahoo whiteqt242002 christy88
0,hi lily i am not to far from ya i live in olean nyi am new on this to hope we can become friends 
0,Im too old  38   but I live in Tucson 
0,its good to see a fellow Arizonan who is racially aware  though 
0,Hi I am 26yo from Glendale AZ 
1,I like going to the gym and doing anything athletic 
0,If interested email me at claw9165yahoocom
0,Looking for klan  skins in my area cant seem to find any around  just want to hangout get to know new people  if your out there let me know 
0,Just because they are in super max does not mean they will never be out among us again 
1,I did time in Az and out of the 7 years I was there I spent 6 in super max  but I am amongst the living once more friends  for almost five years now people go to super max for all kinds of reasons 
0,I went to max for my crimes being of a violent and racial nature  i went to super max for violence within that maximum unit there are people in Super maxs who only have a few years to do  it just all depends 
0,hello lisa  i s be de man yo  am lookin  fo   i s got fo  teef in mah haid an  i s be black lack a bowlin  ball wif a nice shiny color i s got no job but mebbe yo  kin git one fo  yo  f  i s be up in hollum  wif lub an  kisses lub rastus hahaha  sorry  lisa  couldnt resist 
0,There are always people there when I go in there  but that s not all to often  maybe I just always pick the right time 
0,I have no problem cleaning my own toilets infact I dont even hate it because after im done I know that there be the cleanest dang place for my buttocks to be sitting on the next time there is a need for a bowel movement 
0,I clean my own toilet as for public toilets and such there is no dirty work there it is an Economical contribution 2508
0,The Ridge motel in MandanBismarck costs  300 a week 
0,Even has a restaurant in it 
0,I stayed there for a few months a year and a half ago for small job my work bid 
0,I was about to get on ya about using the word clip  until I realized you are talking about video clip 
0,Surprisingly  no one has said anything about that 
1,If you want to buy the homes and businesses around you pm Ill show you how to purchase these propertys when they become available  even with bad or no credit or money 
1,Good point  straight people do get aids 
0,I wonder what the percentage of the San Francisco people who are HIV positive are straight 
0,One knows its a large number  that s for sure 
0,Perhaps it may be the gayest big city  but take a look to Sitges  in Spain 
0,I stopped there one day looking for a job for my holidays  and I left immediately when I saw it  you can barely find a straight person there in summer 
0,Just Google it and you ll see what I mean 
0,Too bad  because its a beautiful landscape and beaches 
0,To me  the definition of a WN peace maker is a White person who uses political will and psyhical expression to defend and create the survival and existence of the White race 
0,I came across this site which I thought might be of interest to anyone who plans on setting up a community Their not WN I know but we can still learn from them I think 
0,I am looking for anything where I can be among my own people  please PM me if you know of something 
0,This is from the backfile of Stormfront s Advance Scout  which is solely devoted to promoting the organizing strategy of PLELegionism 
1,I saw the same textbook picture the other day but for the life of me cannot remember where I was at 
0,Its a great piece of history to know 
0,How is it possible for someone to construe my post in this way 
1,Actually  I was responding to a Swiss person whose message is close to the beginning of the thread 
0,Yes everyone should check these videos out  as theyre a great way to introduce people to the idea of an open White Nationalist community  PLE  
0,The update on this situation in San Francisco is that a judge rejected the idea that guns could be banned there 
0,Turns out Ms Whigger has an arrest warrent out for not showing up for court for traffic violations according to the Kalispell Police Dept 
0,These videos are great in that they are just long enough to get in all that is needed on a particular subject and just short enough to keep it on point and interesting 
0,This is my next read 
0,I m going to carefully study itso hopefully I ll have some decent input to contribute 
0,Where in Alabama are you 
0,I m in Birmingham  myself and even the nicer suburban area where I m from is getting darker and darker 
0,We need to start a pool on stormfront and use the money to buy this place 
0,Maybe it could be used as some sort of gathering spot for WN 
1,Im fat  and have two cats 
0,Not going to be able to stop for drinks except for the occasional gas station bottled water 
0,I d have no way to keep the van air conditioned at a restaurant 
0,I dont think anyone is going to decide  its going to be where whites feel the most at home among their own 
0,Yeah the map is not the territory 
0,I find it funny how obsessed many posters are here about how  White  and area is  as if  Whiteness  is gauged by skin color alone 
0,wasnt Bill Clinton the first  black  president 
0,You can have chickens in your back yard here in town in Kalispell 
0,As long as they have a place to get warm and you have a heater for the water so it doesnt freeze they do fine 
0,The best way to prevent Black on White rape is to succeed in our goal of removing them all from white countries 
0,its a shame most of the people that came here are just rambling about killing people though lol 
1,The problem is there are thousands of people  mainly europeans  who just create a profile and then post 04 times and then vanish 
0,I dont think we would get their 
0,Cant say over the net what I do EVERY day for our cause but you can bet I do my part 
0,It may be on a small and local scale but I contribute every day 
0,Hello Brothers and Sisters Just wanted to let you know I had ask for a user name change and they approved it 
0,So within the next day or so my user name will be MICHIGAN GHOST I just didnt want to have anything associated with Bradley or the uka 
1,Unfortunatly I am going to miss the 21 of march  but on the 23 me and about 10 other white nationalists are going to put several thousand copies of the white nationalist newspaper nationell idag in mailboxes 
0,Now now lets not discriminate between muslims and jews  I say get them all back to the middle east and turn the whole sand pit to radioactive glass 
0,Yes I fear that a civil war is our last and only option left in a world ruled by damn antifac s
0,they sent many of the irish immigrants over hundreds of years ago during one of the first ever drafts I beleive 
1,So lets do it to the beaners 
0,A white against all other color war must happen to rid America  but will it ever happen and would it be successful 
0,Just about anything you could ever dream of can be found HERE Just about everyone agrees on illegal immigration 
0,If we each spend three hours on this we will be the talk of all of the news stations 
0,its easy  legal  and offers imediate gratification 
0,What more could we ask for 
0,If you are looking to become involved  I would suggest you try calling the National Alliance in Houston at  713  6846614 
0,Ive followed Mr Kievsky s adventures through VNN for the last couple years 
0,He is indeed a brave man and champion of our cause 
0,Also after sticking them on you can coat them in a flourwater mixture like they use for large posters and it dries see through and is damn near impossible to remove later 
0,Crossdressing is in  could try that 
0,Need to break out my Brittany Spears outfit I guess 
0,Pretty bad when you have to hide yourself or your identity in a supposedly free country 
0,The crossdressers and faggots are sure not hiding their identity 
0,We gottemaplenty in DC 
1,I have bookmarked the site and will check up on it often 
0,It is a great idea to organize our political action in this manner 
0,Each lemming that hears Duke will awaken 
1,Thank you internet 
0,Thank you Mr Shockly  father of the computer chip 
0,Thank all you noble racialists 
1,Jewish Supremicism is at the end of its noose  madex
0,BS there would not be a race war because of Whites going out and shooting up nonWhite neighborhoods  it is already open season on White Americans and White Europeans and White Australians and White Canadians 
0,Here is the Haiti story for the negro sock puppet  posted for the umteenth time Dr William Pierce The Island Paradise of Haiti  YouTube
0,WTF are you laughing  Groid The Jews are just using you Monkeys Get lost go eat some watermelon and shoot some dice or something 
0,I wonder if he spends a lot of time trying to figure out how he got confined to the Open Forums 
1,I have seen couple Chinese and Japanese tourists but I dont hate you 
0,I just believe you should stay in your own country 
0,I think its tag team trolling 
0,One troll is on duty for several hours and then his partner in crime takes over for the next shift 
0,I have tall guy privilege  but I m always banging my head on the shower ceiling 
0,Small cars are a pain in the ass too 
0,Its just the stupid ones who are copying Miley Cyrus like the one who caught on fire 
0,The definition just says sexual dancing but that is actually something old since the 80s or maybe even 60s 
0,So your allegiance is to Mexico first and America second 
0,This means you belong in Mexico  not the US 
0,Please save us from ourselves Buzz 
0,Sometimes I just HAVE to feed the trolls and they serve no positive purpose here 
0,Sounds like the start of a bad joke  A girl with three kid s one white  one black and one asian walk s into a department store 
0,Maybe before 1789 
0,Amongst 60 millions French citizens  you would hardly find 5 millions French without foreign ancestry  after 1900  
0,I do not hate fox news but they throw the jew stick at you every chance they get which makes it unwatchable 
0,Truth be told if they had a good White Nationalist on they would just crush the other networks 
0,One thing you seemingly cannot graspthat JEWS themselves are messiah  and their kingdom is earthly 
0,Their calling is a world ruled by  the Chosen  from Jerusalem 
0,Guess where you fit in 
0,Unbelievable to me that all these liberals with SO MUCH love to give have zero problem stepping over all the white kids in their own country who need families to get to some random little Haitian kid 
0,I did not see any reliable sources  that connect Leon Trotski and Lenin to the Freemasons 
0,That quote Trotski made proves nothing 
0,you should t say that white are more intelligent than blacks as i am a black neurosurgeon and that takes a high level of intelligence to become so think before you speak 
0,I personally do not think blacks in africa are strong like the ones outside i guess it is hard to say which race is stronger maybe no race is stronger  it could be down to individual 
1,Hes a race traitor 
0,Him  his wife  and his kids have absolutely no place in a white nation and its disgusting how they put an end to thousands of years of evolution for being so selfish 
0,But millions can believe a lie for centuries upon centuries  especially when you make investigating the story a crime 
0,What do you all have to say about this article 
1,Cutback of US aid to Egypt leaves Israel nervous  Fox News
0,Maybe he was that suicide bomber in Iraq who blew himself into a million pieces yesterday with 100 pounds of dynamite 
0,Those are the same Egyptians who have lived there for thousands of years 
0,They fit the same DNA as the DNA found in ancient mummies 
1,Egyptians are not Arabs  they are Egyptians 
0,Sad thing is white nationalists DO judge Negroes by the content of the character 
0,We just dont like what we see 
0,Do you post at VNN 
0,I visited it half a dozen times abt a year ago 
0,It reminded me of a barroom shootout in old Westerns 
0,Then get one to submit an intro video to the show amd see where it goes 
0,This particular show is built off of viewer submissions  they are nt out trolling the waters for specific fish 
0,What you say about Blacks  Arabs and Jews are LIES 
0,Makes you wonder how we invented anything at all and built nations that were the envy of the brown world when our countries were mostly white 
0,Grow a brain moron 
0,To me it means that Jewish supremacists will never again allow Whites to have a say 
1,Their control of all media is proof of that 
0,Guns n Roses is not music 
0,Listen to Bluegrass  Celtic  Texas Swing  Rock a Billy  old time County  Southern Rock  and White Nationalist music 
0,Go to this thread and discover music you never even heard of before  We have our own Media now 
0,Damn affirmative action they got the white house  now our beer halls  their is only one safe place left  God s save Iceland 
0,Thank you for posting this  this disgusting lie will hopefully one day be addressed and corrected  at that point I would hope the world will see the Jews for what theyreally are 
0,Skin color alone does not make a race 
0,Any white who works outside can be a deep brown  but genetically is still white 
0,This jew idiot is spewing nothing but propaganda 
0,I love the home school idea and very much admire parents who care enough about their children to make the commitment necessary for it to succeed 
0,You parents who care enough to commitso passionately to your children are heros and heroines 
0,This is such an exciting project 
0,I am happy to be a part of it and my girls cannot wait to get started 
0,For our Folk  Melody
1,Unfortunately she will find it very difficult to make a living as a historian if he doesntbow down and do reverence to the Holahoax religion 
0,Cool Texas is good 
0,Lots of companies moving in  many focused on energy sector 
0,Texas is basically its own country 
0,My cousin lives there  he s retired nypd 
0,Right now when I think of WASP s  I think of New England liberals who have never had a taste of diversity in their life 
1,Yeah it could very well deter wild animals from attacking  just be careful in the heat of summer to not burn the neighborhood down etc 
0,If its a true  SHTF  72hour BOB  you re going to need a lot of stuff and  100 isntgoing to cover it 
0, 00 bucks of gear is more than enough for 72 hour 
0,First there s rations  food you ll need  water you ll need  ways to get food along the way  guns and ammo  fishing lines  traps  nets  etc   and ways to get water  containers  purification tablets  filters  etc  
0,In a 72 hour scenario you dont need food 
0,72 hour scenario traps are a waste of time and energy 
0,There are two types of  72 hour   Wanting to be found 
0,Not wanting to be found 
0,This is the base core of any pack rather it be 3 day  seven day  trunk or forever kit 
0,Stop theorizing  stop dreaming and start practicing 
0,Knowledge and skill trumps gear everytime 
0,Sword might come in handy for a couple silent kills or close quarters combat against lightly armed enemies 
0,Sword will dispatch them rather handily 
0,When I have the five children I wish to have  every Sunday I will read for then Mein Kampf  my bible I am not kidding 
0,I can tell you that colleges in New York are very liberal  even the Christian or Catholic ones 
1,Stay away from any public or state schools  would have to be private 
0,Ive actually discussed this idea with others here on SF However it would have to be in a PLE sort of situation to have the number of students and teachers required 
0,Id have to say that quite simply he is the greatest human to ever walk on this planet 
0,In my opinion he is god like and I take inspiration from him every day 
0,I didnt watch this one either 
1,The guy if soooo annoying 
0,They were nothing short of a Godsend 
0,Maximum resistance towards Zog 
0,The KKK sent a shiver of fear down the spines of our enemies like most will never know 
0,Commited Revolutionaries 
0,Dont bother arguing with your teachers  just pretend to go along with what they are saying 
0,Basically just tell them what they want to hear 
0,Found this great link while surfing tion  homehome New and expecting parents receive FREE baby products and coupons from major baby companies such as Gerber  Nestle Carnation  and Mead Johnson Nutritionals 
0,Carrying any hammer here in the UK on the streets without good cause such as you need it for work would be classed as an offensive weapon 
0,I passed through there on a flight and walked through the city  oh God  I thought the plane accidentally landed in Singapore 
0,More like Hongcouver 
0,Mound of Misshapened Aluminum 
0,Reminds me of Homer Simpson s  angry art  This looks like something I made as a kid the winner 
0,Who will volunteer to create proWhite audio books 
0,Im Scottish on my mom s side and Portuguese on my dad s side and I live in the north of Portugal
0,With those who re sincere and genuine Racial Nationalists that s usually the best 
0,I definitely feel that way towards Snowy Owl 
0,If a J frame 38 wont deal with it  you should nt be screwing with it without a long gun 
1,If you cant hide a J frame you better carry a purse 
0,The flipside is those 70  White students will do worse with  teachers of color  
0,So you elevate that minority ever so slightly  and screw the rest 
0,I could give a course on gun safety so  that they dont end up like that monkey that shot off his penis 
0,Well at least these dumb negroes got the fact that Jews are evil right  though I suspect whitey and the jews are one in the same to their primitive minds 
0,Every time ive ever taken this test I got roughly around the same spot 
0,itseems fairly accurate to me 
0,It was built by a contractor in New England 
0,The design is by However the one you show is nice  too
0,Paul also has a daily radio program throughout the week on White Pride radio  The Voice of the White Resistance  called  The Fightin  Side Of Me  
0,You will find many true White Nationalists indeed have tattoos so your statement they are stupid and retarded is all your own  you wont make many friend here with that attitude 
0,very interesting video  although I spotted at least one error  Samhain is celebrated from sunset on October 31st to sunset on November 1st 
0,Apart from that  a decent video 
0,Visited three different stores today  all had it in stock 
0,Your dealer is messing with you 
0,You should look into it 
0,At a brewers convention  the Pres of Hamms  the Pres of Schlitz  the Pres of Bubweiser  and the Pres of Guiness all meet up and decide to have lunch together 
0,At the resturant  the Pres of Hamms orders a Hamms  the Pres of Schlitz orders a Schlitz  the Pres of Budweiser orders a Bud  and the Pres of Guiness orders a cup of tea 
0, Why didnt you order a beer   they all ask 
0, Well  since you guys are nt drinking beer  I suppose I wont either  
0,But for now as I m in The States  I ll have to settle for some Wild Turkey  bourbon  as I watch those videos of Ireland 
0,Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris  center  and its satellite Dysnomia  at 9 o clock position  taken with NASA s Hubble Space Telescope on Aug 30  2006 
0,Hubble observations were obtained on Dec 3  2005 and Aug 30  2006 using the Advanced Camera for Surveys 
0,The Hubble images were combined with images from the Keck telescopes taken on Aug 20  21  30  and 31 to measure the satellite s orbit and calculate a mass for Eris  which is the largest dwarf planet in the solar system 
0, Credit  NASA  ESA  and M Brown  
0,Then isntit time that whites became the minority when it comes to financing said schools 
0,When is that projected to happen 
0,Yes well the BS is on facebook  he felt disgusted by it and wanted out and left 
0,Both are valid 
0,Great deal here  2 bedroom  1 bath rural cabin home on 56 acres in southern Missouri 
0,This place looks like the interior needs a little finishing  and appears to be built by a survivalist 
0,This is the false front which jews present to the world  but jews are quite varied in their opinions and beliefs 
0,So far  all ive see is their Facebook page which has news items and the usual Facebook stuff 
0,Whatever other activities they have been doing I am currently unaware of 
0,Just for the record I have never bought a rap record or voted for any black politician 
0,I have no use for the NBA or any self important black celebrities 
0,Ive got the book sitting on my shelf  haventread it it 
0,its a well built hard cover with nice thick pages if anyone is interested 
0,cant comment on the contents yet 
0,ive looked into classes on gunsmithing i can do basic things but i just dont have every tool for every gun on the market and if it ever comes down to dooms day we are gonna need a good smithy
0,Yea I m not sure its authenithic 
0,its a good read  and tells the truth 
0,But ive seen itseveral times in the past two or three years 
0,Responding to edit comment 
0,Yes  I figured that out on my own a few hours later 
0,I had an Ohhhh lightbulb moment 
0,A fine shirt it is 
0,I will be purchasing the kit next week 
0,The wait is a bit long  but I am interested 
0,I have a Bear compound bow I bought many years ago 
0,I had it restrung a couple years ago but haventtaken it out since 
0,Good back up because you just never know 
0,I believe that every manufacturer uses the same thread for their dies and their die press 
0,So far everything has been interchangeable with no problems for me 
0,A History of Everyday Things in England 10661499 
0,It was written for schoolchildren about 100 years ago  but I like it 
0,Good illustrations  and no politically correct nonsense 
1,White men explored space and landed on the moon and white men sent them there and brought them home safe 
0,The thought of Africans in space is laughable 
0,I can never pin point my eye color 
0,They can be blue  green  or grey at different times 
0,Does anybody else experience this 
0,It makes me wonder if the man who built the  range  is a anti gun zealot like his neighbors and they are all in this together 
0,does anyone know if this school was bought or was started as a school for white kids bc if so i would move my family to kansas asap just so my kids could go to a white school 
0,I am in the same boat as you to an extent 
0,I usually find it handy to connect with people I want to meet etc ie text them or talk on the phone so we can meet in person
0,This is a sickening trend  even in countries like mine where there are not many Negroes they do this and all because of the sickening media brainwashing 
0,we had a great depresion many years a go some went outside the law just to make a living when you cant find a job and have nothing to eat you will do what you have to do  the people i mentioned never went on trial and were never convicted
0,No need to allow FACTS to get in the way of a good White guilt message   and the jew laughs loudly 
0,The rounds I used to use in my 556 would cut through trees a foot thick and quarter inch steel like a hot knife through butter 
0,Ex   A Taurus would nt have a chance  lol  
0,I thought I was the only one interested in this  The first time I heard about this was in school back in 5th grade 
0,Although to now there is no evidence of an order to kill all Jews  but see above and you can see there were orders to exterminate Bolsheviks  Jews  commissars  etc 
0,Great thread Here is one to do with parking 
0,Always back into a parking space if possible  makes for easier get away if in trouble 
0,Please let me know if the school needs anything and again when you get a website ready let me know the bandwith is on me 
0,Im pretty new at posting here but count me in I think this is an excellent idea 
0,Please let me know if there is anything I can do 
0,Look what happens when Whites leave black Countries alone to do what they do naturally The blacks in White Countries today should be on their knees thanking Whites for trying to civilize them
0,Many Jews were in the Red Army so many wanted the opportunity to rape and murder whites under the guise of war 
0,I assume you went to the High Caliber gun show in Houston  I usually go when they are in Conroe and I know the feeling the last two or three times I didnt get much or see anything that really caught my eye 
0,The guy giving the beating could very possibly be a Hispanic  I would have to see a much clearer video before I d give him the honor of calling him White 
0,Also notice that the Nig giving the running commentary said nothing about the  White boy  a term the Yard Ape will never fail to use when given the chance 
0,Notice the video title  whenever there is a fight between a white and non white  the white is always the racist
0,The measurements given in that ad are whacked  itsays house 1 and 2 are 7000 sq feet 
0,More like 1100 max
0,May I have another 
0,Truckers Music  YouTube Trucker Song by band Head Hands and Feet  southern rock I guess  with lots of beautiful pictures and beautiful women 
0,I have my card board decorations ready along with thumb tacks 
0,I also have  glass magnet  type decorations for the patio door 
0,This weekend the decorations go up 
0,I have a total of four dollars invested in decorations 
0,99Cents Only stores have a nice selection of Halloween stuff 
0,Dollar Tree also had a selection of affordable decorations 
0,Very great pictures everyone 
0,Most of these pictures i have never seen before  great to see new pictures of that time 
0,There is a full video out there some where and ive been searching for it with out luck Published on May 1  2014 Disrespectful Vine Of The Week   Fxck Your Neighborhood  Man s Glasses Flew 50 Meters 
0,Those boys will use the plastic whisks as swords  and the girls  lego creations will consist of dollhouses for the few white dolls  with the dark ones in the adjoining farm pen 
0,When ever I leave the house I wear one of these 1920 s type fedoras  I have quite a few 
0,Or another type 
0,Since the other thread is getting to long and bugging out  its time to start a new one  I ll start it off with this  Preparedness I
0,Nice to see 
0,I punched out a violent negro who charged me outside a bar 
0,You know if you get past all of there violent animal acts of intimidation they have a soft jaw 
0,Our school systems are nothing more then breeding grounds for the slave system the zionist are determined to create 
0,Can you say Big Brother 
0,If I would be in your possition I would give better marks to white children in your school and later that they could get to better universitys 
0,but if a guy cant do damage one can argue the guy on the bottom is controlling with the threat of submission or reversal 
0,Weapons and training 
0,There are a few schools around here that run women only classes and once school has a six or eight week so called boot camp for women wanting to do krav maga 
0,I guess how it works is you just pay the six weeks up front and the classes run so many times a week for that time period
0,I have green eyes as well  but mine have a blue ring around the outside 
0,They change with what I wear too and turn yellow in the sun 
0,Green eyes do seem to be pretty rare 
0,Ya the ignorant want to registered guns so only criminals will have gun 
0,Great idea will see how that goes for crime stats
0,While I m happy to see this loser in jail  I think its also an excellent OPSEC tutorial  STFU Dipwad 
0,Take a look at the posts in this tread  its shameful that this is what we have become 
0,I hope the mods kill this thread 
0,Slidesong  Bob Rivers Comedy Corp  The Twelve Pains of Christmas  YouTube dont miss the 8th day of Christmas at around 1  40
0,This captivating natural color view of the planet Saturn was created from images collected shortly after Cassini began its extended Equinox Mission in July 2008 
0,Oh I forgot to say where I lived 
0,I live in Argentina  forgotten white country in the southernmost tip of S America 
0,What are you using this school year 
0,Any hits or misses from the last school year 
0,What educational goals or philosophies influence what curricula you pick 
0,BomberBike Project at 20 
0,April 2011  down on wheels and handling test   YouTube BomberBike Project Stage 3  Motorrad mitsternmotor   YouTube Bomber  Bike Transmission Stage 4  Motorrad mitsternmotor   YouTube
0,i was a bmxer for a while until it got stolen by SOMEONE  but i turned my attention to mountain bikes  i like em you can actualy go places not just do stupid dog tricks
0,Plop them down in front of Livy  have them read it  and then write a report on it 
0,Check out my sig for more ideas 
0,Incredible then when we see nowadays that the world is saying that there is a global village and economies are inter dependent when America sneezes the world catches a cold it is clear that the intention is to move the world into the same economic interdependency 
0,Im sure the Jews in Scandinavia dumb down the education systems there too 
0,They probably slowly remove discipline do whatever they can to make the schools worse and worse 
0,Anyone who believes that Hitler s actions were well founded and the correct actions for the situation has to also believe that white extinction is an acceptable outcome 
0,I remember when I was at my college during the Holidays  every single holiday would be mentioned loud and clear except for Christmas  especially kwanzaa 
0,Playing lightly on or over a surface  flickering  as   a lambent flame  lambent shadows   2 
0,Softly bright or radiant  luminous  as   a lambent light   3 
0,Light and brilliant  as   a lambent style  lambent wit  
0,I have an image in my mind of the soaring vault rising and disappearing into the graywhite silence  the niches in the salt walls where the saints dwelled  the few points of lambent gold glimmering feebly on the altar 
0,Richard O Mara   The Unapologetic Tourist   New York Times  November 21  1999 Lambent is from the present participle of Latin lambere   to lick  
0,Took an east Asian art course in college myself 
0,You forgot to mention how ChineseJapaneseKorean art hardly changed in two thousand years until the late 19th century 
0,Which is why the user said  Do not confuse him with the Jewish doctor of Hitler s family in Austria  Eduard Bloch  
0,Not to mention Wake Forest is a fantastic university  and one of those many online universities that have been popping up 
0,I would never homeschool my kids  or send them to public schools 
0,They ll all go to non denominational private schools 
0,Its funny to see a guy make fun of us and call us dumb rednecks when he spells on a 5th grade level 
